1 [('1196', 19.434477326451486), ('588', 18.40953104800188), ('1198', 17.605988173265253), ('595', 17.37353191289571), ('364', 16.24170696276926), ('2096', 15.58286559055442), ('318', 13.98574897177668), ('1270', 13.491145712196033), ('589', 13.150066993908883), ('1032', 12.318375983014016)] 
22 [('589', 51.5315809450006), ('780', 45.07207418220812), ('1196', 40.958424166646566), ('2916', 40.336237140836104), ('1198', 34.31740027315942), ('2918', 32.48636387140516), ('2174', 31.133104317153336), ('1377', 30.380134209514434), ('733', 30.07985993667587), ('2797', 28.3122651342888)] 
23 [('1196', 60.21173017308481), ('2571', 60.093834831068804), ('2916', 54.28515490111284), ('1210', 41.25915754403958), ('1198', 41.24596260603261), ('780', 38.908618570530535), ('2640', 38.04316670349794), ('1374', 35.00184345045727), ('1270', 34.437457546572865), ('1527', 31.60918356220038)] 
24 [('1196', 53.966366468827765), ('1198', 47.388145981606776), ('2797', 45.038750929667785), ('1270', 35.60800315878376), ('589', 31.282312981784404), ('3210', 26.216380332642913), ('457', 23.07866052488379), ('527', 22.184859005595207), ('2858', 21.048427872368304), ('1617', 21.032484067886145)] 
25 [('2916', 29.589756277462957), ('480', 29.043930808919647), ('589', 28.738333261013267), ('1580', 26.232487254882045), ('1527', 21.065159969642977), ('1210', 20.830091338242898), ('457', 19.69396162746415), ('1198', 17.588812825802844), ('2628', 16.701779725633862), ('1240', 16.049212769992508)] 
26 [('1265', 37.14469272283784), ('1777', 31.37809783820394), ('457', 28.82367724071015), ('500', 28.61617665017868), ('1580', 28.384690947742328), ('587', 25.283490957003448), ('2470', 24.841224131930854), ('539', 23.576547669961602), ('3361', 23.32183278245644), ('1270', 23.215362308073495)] 
27 [('904', 22.5552563918787), ('1196', 21.82231891464597), ('608', 18.905932605089276), ('260', 18.682845018629404), ('903', 18.156842185020995), ('1267', 17.833432809246627), ('919', 15.735795984729757), ('750', 15.192828765085732), ('1270', 13.495310305856844), ('1208', 12.891297815286148)] 
28 [('1196', 38.7627491195736), ('260', 35.56149497033668), ('589', 29.20489011305437), ('1270', 27.903645124545804), ('608', 25.683851213909957), ('1197', 24.887340600264256), ('296', 20.569130373397538), ('1307', 19.497561005669287), ('480', 19.072110834929298), ('1079', 16.998765296875803)] 
29 [('1198', 40.74304833219175), ('1036', 33.064618502124084), ('1200', 26.160884228132), ('1291', 25.998839584448753), ('457', 25.34286779104894), ('480', 25.200479256148157), ('2194', 24.031730152206627), ('1214', 23.023026906233575), ('780', 20.7932219102615), ('858', 20.474024542422224)] 
30 [('608', 25.238324287739413), ('2028', 20.767781785272327), ('1196', 19.8554153608419), ('1198', 15.769604936977517), ('260', 14.864289980007953), ('457', 14.202885588030634), ('2396', 13.434252262213846), ('1704', 12.23911251489762), ('858', 9.995139750528216), ('1089', 7.594441067866031)] 
31 [('2918', 32.982389132988615), ('1079', 26.99405677998286), ('2797', 23.424191963599885), ('1278', 22.15899570078114), ('1394', 21.38146193146067), ('2470', 19.986950182643195), ('1265', 18.791768778850724), ('1198', 18.42459246685579), ('1196', 17.93905615292916), ('1294', 17.357361167736006)] 
32 [('296', 20.58780222757589), ('318', 17.59202544384956), ('480', 16.226995976065517), ('260', 16.02748789665064), ('1196', 15.61785651280298), ('1198', 13.461370272404652), ('527', 12.170522669291621), ('1580', 11.92919389650734), ('1265', 10.618467347945469), ('1213', 10.101770180639138)] 
33 [('608', 65.51383216804047), ('457', 60.06227937105812), ('1036', 53.706164184634815), ('858', 52.74027342294967), ('1610', 40.88880400503027), ('1197', 36.85278575470647), ('2028', 36.47295278677873), ('1580', 34.949541557648345), ('1704', 33.04945037065366), ('1307', 32.24839866817336)] 
34 [('1265', 45.7413950912442), ('1307', 32.364771250675894), ('1777', 29.1258875411284), ('1079', 28.87180656201574), ('2470', 28.266511532239793), ('1393', 27.579981250939625), ('357', 26.67311517429451), ('2797', 26.138464007259984), ('3591', 25.376794525937136), ('608', 24.015986993126337)] 
35 [('1198', 23.883059435143206), ('260', 23.757087769166635), ('1084', 22.718284709364763), ('1617', 18.919843482124122), ('1265', 18.56462124996276), ('923', 18.153545988540895), ('858', 17.0825563244506), ('3363', 16.7343364829655), ('1394', 16.384859601790495), ('593', 16.342014729344143)] 
36 [('1196', 78.10725294564543), ('1580', 72.04546747244159), ('260', 63.04775996420377), ('1240', 54.48144903151824), ('608', 39.839380714726865), ('1307', 39.70954603597134), ('1200', 38.90285755886449), ('1552', 34.66768644485265), ('1270', 32.1764314784785), ('2797', 31.936055583604524)] 
37 [('597', 17.92278706571953), ('1580', 14.351599939902648), ('1393', 13.542719890390266), ('1777', 13.363564772296549), ('539', 13.181748035844137), ('2424', 12.789050094685368), ('1569', 12.336142626364147), ('39', 11.261819284814004), ('7', 10.705781425245226), ('1196', 10.493696515007056)] 
38 [('597', 29.286192699172286), ('1265', 26.813783893104674), ('2424', 20.154129300783886), ('39', 18.14779285126076), ('1569', 17.871499493011857), ('2396', 17.636687132666083), ('708', 16.662410374486445), ('1580', 14.625485003234637), ('2671', 13.312783187485868), ('318', 13.170038623587525)] 
39 [('2599', 23.931076466118483), ('608', 20.216073385091054), ('2395', 19.290100695212143), ('3578', 17.642997713469402), ('1196', 17.21828504581651), ('589', 16.745418775464213), ('296', 16.5091382571494), ('1265', 14.639050143187745), ('785', 14.382483891917051), ('1580', 13.486078814289735)] 
40 [('260', 20.249203531403364), ('1198', 17.251655953429022), ('2640', 15.340424585686659), ('1240', 14.045407825698002), ('1200', 13.567851398811138), ('1270', 13.149846564848502), ('1036', 12.465065528789735), ('589', 12.415831338742715), ('919', 12.17019981753357), ('780', 12.13211554981326)] 
41 [('2571', 12.70682092304346), ('589', 11.463448563669484), ('1198', 11.292661646557105), ('480', 11.047248084746544), ('1580', 9.245660796080596), ('2916', 8.979794714437345), ('2628', 8.384550025379573), ('2028', 8.383268560844767), ('1240', 7.410764846291033), ('1036', 7.278718804949128)] 
42 [('1374', 63.2831704795547), ('480', 56.141496877208816), ('1214', 51.93546379439699), ('592', 43.97639773944581), ('457', 37.49397128324564), ('2105', 35.26342154450152), ('1527', 34.37521942215853), ('1376', 33.532332275219794), ('2918', 31.184799776502818), ('1370', 30.092830582416756)] 
43 [('2716', 11.72431678763813), ('1265', 11.363243063096213), ('589', 10.805509240149215), ('1196', 9.969018099615607), ('2396', 8.73699680787259), ('1198', 8.420088763968042), ('608', 8.240524757998744), ('1210', 7.270137909143203), ('1270', 7.142726691735055), ('1580', 7.030796937560433)] 
44 [('1196', 56.14388958522397), ('1210', 40.625032345570844), ('1197', 36.11709606857646), ('2916', 32.52748531974423), ('457', 32.39474688107353), ('1097', 29.294554328490285), ('1265', 25.47862863819853), ('1214', 24.792548480639216), ('1200', 24.524126575088044), ('1527', 23.92886032791481)] 
45 [('597', 29.5707946598513), ('1777', 26.71306076611335), ('1079', 25.450288929061777), ('2424', 23.534930598049502), ('2797', 23.345179630544873), ('3448', 21.926126597018396), ('2470', 21.893505236239253), ('440', 21.737940600033912), ('356', 20.94172776863348), ('2174', 20.414444443417107)] 
46 [('1986', 26.422178641797515), ('1975', 25.519157866182997), ('1984', 19.875644962122834), ('1991', 16.79156924353529), ('1973', 15.814852968668951), ('1350', 10.30996255124478), ('1994', 10.010374060720583), ('1987', 9.998242557322936), ('2868', 9.920534517489816), ('2513', 8.541410554267998)] 
47 [('1196', 11.313489606430732), ('1198', 11.208759095177301), ('296', 9.110384505723474), ('260', 8.689780869086173), ('2028', 7.755317052664045), ('1213', 7.48125732254783), ('1617', 7.366364743326052), ('589', 7.049591173268679), ('50', 5.886421027810257), ('2858', 5.844191219419244)] 
48 [('589', 80.79950427821535), ('457', 73.03879177757388), ('2571', 67.79324067960832), ('260', 67.45421584388261), ('2916', 55.041657569289754), ('1240', 48.62509684424842), ('1393', 48.144028154946696), ('592', 46.83969449525321), ('377', 44.836659682845216), ('1197', 38.93472703229043)] 
49 [('2916', 45.09405726700149), ('2571', 40.376162791574), ('260', 32.09008241704965), ('1198', 29.548711321768128), ('1240', 27.955030599273893), ('1610', 27.64227046745907), ('648', 26.349524286093537), ('1036', 24.787655898511243), ('1573', 22.284665631230165), ('377', 21.505731944367273)] 
50 [('589', 11.333057886199299), ('3753', 7.672097956625433), ('3481', 6.871861390580953), ('1580', 6.770988519513786), ('3793', 6.725315774229453), ('3948', 6.370562224065933), ('110', 6.302079465712357), ('2028', 5.397824043325034), ('648', 5.227407570644811), ('608', 4.792124275428198)] 
51 [('2396', 13.30856899154297), ('296', 12.08285437791275), ('356', 10.459522613534675), ('1517', 10.046440715713338), ('1', 9.736067719368403), ('608', 9.454442465732383), ('1784', 8.742563810985194), ('1580', 8.704896826587984), ('2321', 8.639527333315181), ('2762', 8.534515928410304)] 
52 [('1370', 38.93976380126205), ('377', 35.095729473040585), ('457', 33.429936404244856), ('2571', 26.864299930846183), ('3256', 22.71920432630974), ('1917', 22.494206589606808), ('1377', 19.643195788178133), ('1527', 17.710770612651114), ('95', 16.84468601230702), ('1210', 15.51429116904516)] 
53 [('1196', 92.62604165843621), ('2916', 79.0833016725125), ('2571', 78.07931031423323), ('1198', 76.90376353168388), ('1240', 75.19544479087338), ('296', 63.91637724355266), ('1210', 57.06826199807307), ('1265', 51.68156063372632), ('377', 48.43309264203205), ('1617', 47.849870823669065)] 
54 [('1278', 17.523693360255773), ('1294', 17.43493509702686), ('3363', 15.911005080335894), ('3421', 13.778489794735895), ('1307', 13.429093766514024), ('2918', 12.703014780820673), ('1080', 12.305714281369639), ('910', 11.862578859677797), ('1270', 11.224499035095272), ('2797', 10.733488282355548)] 
55 [('2028', 18.193034787858636), ('608', 17.242853347364065), ('260', 15.050003880380594), ('1198', 14.57203285799508), ('296', 14.226064316474853), ('1196', 14.217475833466594), ('1265', 13.773261071680015), ('1617', 13.334138642505511), ('2571', 12.685725849742045), ('2858', 10.766931596707302)] 
56 [('296', 36.00266638693415), ('1265', 34.308039690818056), ('457', 26.579073095426015), ('589', 23.012929023886997), ('1196', 21.574752392024763), ('527', 21.01224576431843), ('260', 19.36244071250905), ('1213', 16.8665756694916), ('1580', 16.856602820110187), ('1393', 16.364854549135586)] 
57 [('589', 17.41125535838422), ('260', 11.527302471297583), ('1240', 11.191405419263997), ('2571', 10.96393678071891), ('1580', 9.889215269188817), ('1210', 9.60642060399542), ('2028', 9.353394567366296), ('608', 9.321938664636653), ('1036', 9.046525243950066), ('457', 8.996941078239368)] 
58 [('1196', 112.07075951814802), ('1240', 85.70257999643711), ('2916', 67.97130623323427), ('1270', 65.20095070724483), ('780', 63.24216609296768), ('3527', 62.3008276732926), ('1374', 60.693629909510555), ('592', 59.948870606411255), ('1079', 50.81220545579991), ('457', 50.569970606634634)] 
59 [('1196', 38.674514158823435), ('1247', 35.58554229214505), ('1198', 33.12930671716305), ('858', 31.49866447812573), ('1252', 28.423569797968323), ('589', 27.4283571021663), ('923', 26.549949199879432), ('2396', 24.04935739876596), ('914', 20.62931898288074), ('1270', 20.460534385772153)] 
60 [('780', 24.61829315682882), ('733', 14.000728875093309), ('1370', 13.457100268323266), ('480', 13.299162723622965), ('1377', 13.177405247347469), ('1265', 13.124158358357798), ('457', 12.901323871720123), ('2916', 12.818922731054), ('377', 12.075782097486856), ('1917', 11.4244905625972)] 
61 [('648', 8.219332413231527), ('3751', 7.018927664458462), ('589', 6.889103175866065), ('480', 6.821054083967151), ('3863', 6.675474802367118), ('2571', 6.2550528513147405), ('3408', 5.881807425233792), ('780', 5.846048486238257), ('3555', 5.811996136390696), ('3717', 5.444966849332858)] 
62 [('1196', 64.7804635215814), ('1198', 59.74027285976925), ('589', 50.097922633139845), ('1952', 41.31586271670462), ('457', 40.304291029241284), ('2571', 40.20356180032606), ('1393', 39.12114003832975), ('919', 38.40892607891075), ('1200', 35.6469882727858), ('1610', 33.378695001944834)] 
63 [('2599', 25.9445426965761), ('608', 21.960006784842378), ('589', 18.428805695849476), ('1196', 18.117476949853103), ('296', 16.89052965374644), ('1265', 14.683870267438046), ('2571', 14.584657923467557), ('2028', 14.111445353028119), ('2355', 14.094320144138287), ('593', 13.976039002242686)] 
64 [('589', 14.086130098977728), ('480', 13.736008675959292), ('1196', 12.892798853794329), ('2571', 12.010996988047443), ('260', 10.744870664586871), ('2028', 9.932303227782842), ('2997', 9.344175681790668), ('2716', 8.823165473702721), ('457', 8.387175497078626), ('2959', 8.337154311710716)] 
65 [('457', 51.26542893310132), ('589', 46.291376477603585), ('2571', 41.92703484640421), ('780', 36.984767555930375), ('2916', 35.57203993358281), ('648', 34.45177150861238), ('1210', 33.30175883198282), ('377', 32.030323000685954), ('1370', 29.106472393249746), ('1240', 26.46116181492046)] 
66 [('589', 20.098181843195096), ('2571', 12.72270879511655), ('1198', 12.615605834466692), ('260', 11.031647401118768), ('1210', 10.797427499206803), ('1580', 10.728556955209374), ('457', 10.14413016450796), ('648', 8.863125959453733), ('2916', 8.6462122321225), ('608', 8.443504232990362)] 
67 [('1247', 25.73365137553398), ('1208', 18.377695642407318), ('858', 17.94442929656029), ('912', 16.00093390967185), ('608', 15.636877466071695), ('3363', 14.245861644784574), ('1219', 12.364845400400215), ('3362', 12.051530412524206), ('1252', 12.027882316667833), ('3152', 11.617028919483074)] 
68 [('2174', 22.84369007990303), ('2716', 21.548504590305637), ('1079', 21.17485520235305), ('1394', 20.201411451192687), ('2396', 16.175212726077927), ('260', 14.904712596614504), ('1196', 14.409469732025936), ('296', 13.140697363905517), ('608', 13.068870502874866), ('1198', 12.122438730323045)] 
69 [('608', 32.82814247509622), ('1393', 30.10096273572145), ('318', 24.953113079007387), ('2268', 23.98866034339567), ('1265', 21.70489217852418), ('150', 21.02908785294098), ('1094', 17.80521260795865), ('527', 17.59044210184694), ('1617', 16.78695109107374), ('1729', 16.54528064891316)] 
70 [('2858', 24.799373655928857), ('2683', 21.6895699140338), ('480', 15.014873349981809), ('2710', 14.356933083197358), ('1196', 14.33434843714229), ('1210', 14.081019604018483), ('785', 13.912855322468252), ('589', 13.140895539667046), ('1265', 12.937686061757407), ('608', 12.250945441258482)] 
71 [('589', 11.456614568541326), ('3578', 8.893766559284101), ('2706', 8.172597991542577), ('457', 8.031351414420403), ('3623', 7.882928859332508), ('2762', 7.766929260921361), ('2683', 7.6493201685289955), ('2858', 7.426893369858867), ('260', 6.953451358792814), ('1210', 6.6925973354246615)] 
72 [('1265', 20.827262984459527), ('318', 16.783464449810346), ('1393', 14.971879782099986), ('296', 14.360352219853478), ('357', 13.679608811549244), ('527', 13.31970231219946), ('2762', 11.480764996969329), ('3255', 10.916809311345322), ('1196', 10.381102984313939), ('589', 9.337605222665202)] 
73 [('780', 69.54179775821996), ('1240', 44.13264594661327), ('260', 43.60663693599646), ('316', 30.59225204129189), ('1573', 28.9295191773787), ('3527', 27.726641491131286), ('1265', 25.728647664510504), ('2640', 25.141054457356912), ('380', 24.8938632896107), ('10', 22.50189070648048)] 
74 [('1617', 17.95321970824435), ('2028', 14.65826378382519), ('318', 13.99408910476993), ('1196', 13.2015990987991), ('589', 13.19356362958468), ('1213', 12.947484293644852), ('527', 11.998252829430118), ('1198', 10.54639280064821), ('2762', 10.280192311317174), ('1704', 10.118292820160693)] 
75 [('595', 37.41458371481921), ('1580', 33.63415444777877), ('2089', 26.200973475638868), ('2078', 26.00798593504429), ('1029', 23.9428510507326), ('2087', 22.553128129661953), ('2571', 21.66759040023402), ('367', 21.188772138991318), ('1033', 21.1031589313491), ('260', 20.143681310469336)] 
76 [('608', 43.444035098667115), ('296', 43.2864518164125), ('457', 37.452812940826384), ('318', 36.95804560080503), ('1265', 29.96665753646638), ('2028', 29.409256032229088), ('589', 27.006769622397233), ('527', 20.163118783537524), ('2997', 18.92577497956998), ('2396', 16.66474074249385)] 
77 [('2716', 14.44171467524046), ('2710', 14.251148913173717), ('223', 14.099019025620738), ('2599', 13.951020582554463), ('785', 12.990220389869384), ('2396', 10.95992118806289), ('2502', 9.985839143551981), ('1265', 8.417266278829294), ('608', 8.377640423258814), ('589', 8.37652439068034)] 
78 [('357', 33.851125375164315), ('3253', 22.164270792758845), ('595', 20.17805960415923), ('594', 20.034148680230082), ('1028', 19.336484204007267), ('1500', 19.148170320894817), ('3255', 18.56559271569159), ('1282', 18.449683093271055), ('1580', 18.444144063571226), ('1747', 17.787280016216503)] 
79 [('3578', 7.998461168723371), ('608', 6.946618582276499), ('589', 6.573368833702711), ('2858', 6.350819235278265), ('2571', 5.926056870690232), ('3623', 5.878310380672748), ('3753', 5.727928664101452), ('780', 5.508737527040764), ('2762', 5.490026522761095), ('50', 5.367390866595488)] 
80 [('260', 13.369225538645871), ('2571', 12.678829755507074), ('1196', 11.158213107758522), ('457', 10.342507979436544), ('1580', 9.942268302959054), ('1198', 9.768588832020134), ('589', 9.600291753071279), ('318', 9.51766754425089), ('2916', 8.669642501956094), ('608', 8.378913994278198)] 
81 [('858', 34.65734576637879), ('1252', 27.401485755266464), ('912', 24.870748227469985), ('608', 21.82638293940835), ('1208', 21.767762446497628), ('923', 21.03777288187461), ('1219', 20.35602887543097), ('589', 19.602579987382377), ('1214', 19.01625004837364), ('541', 17.381062422062975)] 
82 [('457', 56.34580808848075), ('1610', 38.789596810784474), ('648', 32.44375902033475), ('2028', 31.74398855072057), ('318', 30.95371561431927), ('2916', 30.104192505055146), ('593', 28.621074148498554), ('1196', 27.901949504107584), ('1265', 27.23942216844348), ('1580', 24.768906015557427)] 
83 [('2716', 24.693854307492824), ('2997', 21.49626337291919), ('2571', 19.415468999499893), ('589', 18.95452993419323), ('480', 18.730517935552573), ('1210', 18.446723492327244), ('2054', 18.0869081198209), ('1580', 17.862771171473934), ('2706', 17.30395485425608), ('1240', 16.660659472124323)] 
84 [('589', 25.78741602197136), ('1198', 20.04802521600866), ('260', 19.730040193926488), ('2916', 18.31146093921598), ('1036', 16.54102598268082), ('1580', 16.119676925350703), ('2028', 15.956568014799435), ('1200', 15.518019830418066), ('457', 12.228087016394166), ('780', 11.824612914569732)] 
85 [('3623', 11.303572831827053), ('2762', 8.957596393948522), ('3793', 8.58337807763015), ('3753', 8.569501369283916), ('2997', 8.2399222242605), ('2959', 8.11430524074245), ('2716', 7.351973530341473), ('3948', 7.237736291869907), ('3863', 6.441738692889476), ('3481', 6.083323563056806)] 
86 [('589', 15.514022386677409), ('1196', 14.184652389824855), ('780', 14.027776242979723), ('2571', 13.975285668070693), ('648', 13.3951889382922), ('2916', 12.110812169881264), ('1527', 10.485824024202879), ('1377', 9.700506851651667), ('1198', 9.315433351793759), ('457', 8.252671874373105)] 
87 [('457', 33.8308527043572), ('260', 26.64321295097968), ('2916', 23.276461313460363), ('1291', 20.548804293054378), ('1210', 20.44454843484941), ('1580', 18.587253503733077), ('592', 16.791880822808032), ('780', 16.59328432607327), ('1200', 16.299191742553923), ('648', 15.79846040020933)] 
88 [('1196', 25.93506111209695), ('1247', 25.724250905326493), ('260', 19.013669156317548), ('593', 18.54658569718491), ('1265', 18.098234431596424), ('296', 17.17676634885148), ('589', 16.365833761529046), ('318', 16.315422443068957), ('2797', 15.89576730138219), ('919', 15.379276869077957)] 
89 [('318', 8.929051391916929), ('457', 8.181227382953264), ('608', 7.679433225064507), ('1198', 7.5741320627611355), ('260', 7.558430747115954), ('593', 7.384182079109003), ('296', 7.2008771601102985), ('858', 7.185254637674256), ('2762', 6.2717358263396275), ('589', 5.990108583309311)] 
90 [('589', 52.07670248722579), ('2571', 39.90715796339347), ('1265', 39.247168551299396), ('296', 37.453709549699795), ('2762', 37.087467632083886), ('733', 35.095478391770804), ('593', 34.906970036472295), ('480', 34.56561153883926), ('1196', 33.36121984994854), ('1198', 29.224928836534456)] 
91 [('1197', 17.386322999861353), ('1136', 16.976783135395927), ('1265', 16.835116700684495), ('2716', 15.05254194403602), ('2174', 14.718616612682023), ('1234', 14.369222885465689), ('3361', 13.29150279851074), ('1294', 13.24543477398678), ('1307', 11.985923592857313), ('1270', 11.975590392553649)] 
92 [('1580', 46.18385768518831), ('1196', 43.383753012020165), ('595', 37.39864543995413), ('457', 36.569897386223914), ('260', 36.11189681074043), ('2716', 33.24506342238384), ('1022', 32.22269908873662), ('1073', 31.25662536172316), ('1210', 30.186486308792436), ('2054', 28.42069177932239)] 
93 [('480', 43.00152878855842), ('1370', 41.6804946767151), ('733', 41.56687019622268), ('1036', 34.27672722708363), ('1527', 32.31800576756188), ('316', 29.4509278555709), ('1917', 28.503095969410325), ('3527', 27.815410848274315), ('1374', 27.792124260769555), ('592', 26.885002884803452)] 
94 [('1347', 7.844418590699025), ('1350', 7.051227738030098), ('2867', 6.073916605351055), ('1982', 5.763949092633502), ('2517', 5.309970789430758), ('3527', 4.239718780172452), ('1214', 4.235846385581962), ('1997', 4.2346937970286325), ('1240', 4.146901605968379), ('1345', 4.125541154326295)] 
95 [('457', 36.83800000139061), ('296', 28.079936922730713), ('593', 24.48049725698183), ('780', 24.345022088668777), ('1610', 23.676438549578492), ('1196', 20.809226831106983), ('480', 19.94837639113596), ('1704', 18.585433453765972), ('260', 17.037679243535695), ('1573', 15.808356296669215)] 
96 [('1198', 41.37868044091809), ('1196', 40.20002935079325), ('589', 35.81331285767213), ('318', 31.52053800424991), ('480', 23.71251474339702), ('2858', 22.350422381847153), ('1704', 20.303144277280836), ('1580', 20.23086133067192), ('858', 19.617493704237326), ('50', 16.051612634492553)] 
97 [('912', 34.296192753382805), ('904', 31.295234422532594), ('930', 28.536552615532763), ('903', 28.450600888069285), ('1247', 26.38898520377849), ('608', 25.461696642781803), ('3504', 24.67160638620525), ('1294', 24.494597427118716), ('1084', 22.324705943319934), ('3334', 22.175902406699336)] 
